16_mdi,24_mdi,32_mdi,48_mdi,64_mdi,72_mdi
0.026255993922133975,0.021209744875569723,0.020735464438599225,0.02243511460560711,0.024625998254736405,0.024745472943331123
0.8606149135082568,0.02523764446775419,0.023019689742307836,0.02649718812256431,0.019464194404334754,0.03441820132716782
0.015101055310899291,0.02124532596195075,0.018859885501270164,0.024289854116875762,0.018763528434950168,0.028924005835298167
0.01903397149452423,0.019376648849990474,0.017914172388956356,0.025428984975352308,0.022176096358138442,0.035448344135978985
0.02027863944090387,0.014128874158810516,0.022402314338594846,0.023122714074343294,0.020778550354172524,0.027144683485464255
0.021273033644094923,0.02034246427099413,0.019319759316398212,0.023080800760724968,0.02239953351922608,0.026750443708208557
0.01219486454360824,0.01738400750110948,0.018129032565002992,0.02324466808039503,0.022783018561332715,0.026236595194248275
0.02591984981699193,0.02085289539247714,0.02050422081553316,0.02239226318424992,0.020458421088286726,0.02553217679390825
0.022618213166642392,0.763763062396427,0.022487045569722548,0.021791840727532034,0.02300665674550725,0.03965083224641616
0.02326296114858419,0.01607142722248738,0.030439585895121298,0.022567957362199177,0.023229423829638562,0.036158592205839064
0.024381487140653642,0.014299006698022247,0.0200330897402574,0.02263576915017959,0.022688470702794804,0.03656063837963599
0.023834737848137645,0.01581220798465041,0.02213555670228059,0.018811137402697287,0.020589957194813952,0.018407717571139893
0.025879578191916608,0.020440630545096213,0.014479927476230862,0.009243175550982504,0.021973197055762263,0.01847810915540217
0.025620593448295755,1.0,0.0195449386775723,0.020979874975701335,0.022653827724152635,0.07531728646439857
0.02159440255234993,0.013868582732406225,0.022121016032328265,0.0210477872752252,0.019903563831880557,0.020930758334802478
0.019439368053102795,0.005701852340635765,0.023401432584328013,0.02988828007930227,0.022717317515764734,0.02664467206065215
0.025142024486086153,0.0,0.01155993312363945,0.043115833691437115,0.020951296193513935,0.04961380449660502
0.022638918511874332,0.023150455260335285,0.021243885296494645,0.022959014273912316,0.02165387188222406,0.022171238300205065
0.023769606367982542,0.02153979128040918,0.01547783958344264,0.022099808096660477,0.02308431866474569,0.02573413798854557
0.02555046989481601,0.02363187204960928,0.02368929764476661,0.021703089034666365,0.023263463739020034,0.053252221857923714
0.024219261542245185,0.021541700999734716,0.018883237683198204,0.02149660482057383,0.022137198390823593,0.02018389052656046
0.02379128335751976,0.0219900159873661,0.020657299928924937,0.02508838482573208,0.022268700993503,0.027357834965272256
0.026298074722272784,0.021581068020918998,0.014569650780683209,0.02364075056928063,0.02356134648267434,0.041225446118810405
0.023625037264654734,0.02074119359657583,0.01722449568165555,0.02108772386182236,0.025841618332340614,0.016775242586285308
0.02308579280133101,0.01790536087698064,0.017305541489523447,0.021997822383907326,0.024763866555782332,0.022633591400071523
0.0240845425374568,0.02166308547309217,0.022092336738597416,0.02773187192229466,0.025860112456335273,0.03120374165611798
0.023027630154240326,0.02204305257845948,0.021007683136670355,0.02152739485671711,0.025028881992010137,0.03339482629561557
0.022676308806037448,0.021661745286460914,0.017967711537766978,0.02165665270159282,0.023808671854536476,0.03919712317200494
0.02423695154117365,0.021763362456888088,0.020976759117854408,0.021808726666831507,0.05047706463944265,0.0475333160587494
