sample_1,sample_2,sample_3,sample_4,sample_5,sample_6,sample_7,sample_8,sample_9,sample_10,sample_11,sample_12,sample_13,sample_14,sample_15,sample_16,sample_17,sample_18,sample_19,sample_20,sample_21,sample_22,sample_23,sample_24,sample_25,sample_26,sample_27,sample_28,sample_29,sample_30
0.000525,0.0005075,0.0007174999999999999,0.0002925,0.0006075,0.0006,0.0005425,0.00045250000000000005,0.0004575,0.00427,0.00046,0.0004275,0.00040500000000000003,0.00057,0.0031425,0.0005375,0.0005225,0.0005175,0.00044000000000000007,0.00019000000000000004,0.0003575,0.000235,-0.0006674999999999999,0.0002825,0.00026250000000000004,0.000425,0.00022,0.00014999999999999996,0.0001625,0.00023249999999999999
0.00058,0.0004825,0.000835,0.0003725,0.00062,0.0005775,0.00054,0.0005149999999999999,0.0004525,0.0042650000000000006,0.00054,0.0005325,0.000565,0.000645,0.0032875,0.000685,0.0005924999999999999,0.0006199999999999999,0.0006025,0.00041999999999999996,0.00059,0.0004875,-0.00045,0.0005625000000000001,0.0004825,0.0007125,0.0005575,0.00027749999999999997,0.000375,0.0004
0.0005149999999999999,0.0003275,0.000735,0.0003525,0.0005875,0.0005175,0.0004525,0.00045250000000000005,0.0003025,0.004229999999999999,0.00040249999999999997,0.0005175,0.00055,0.0005574999999999999,0.00325,0.0006450000000000001,0.0005875,0.000565,0.0007750000000000001,0.0006275,0.0007375,0.0005675000000000001,-0.00023750000000000008,0.00082,0.0006399999999999999,0.0008849999999999999,0.000825,0.00045,0.000495,0.00049
0.000335,0.0002225,0.0005,0.00029,0.000455,0.00058,0.00031749999999999997,0.00038250000000000003,7.75e-05,0.0041675,0.000275,0.00042,0.00038250000000000003,0.0003625,0.003055,0.00039500000000000006,0.00051,0.000445,0.0010175,0.0007775,0.00092,0.0006625,2.2500000000000005e-05,0.0010575,0.000845,0.0009625,0.0010225,0.0007475,0.000575,0.0006
0.000335,0.00035,0.0003725,0.0003875,0.00043,0.0007475,0.00017500000000000003,0.00042,0.000115,0.0041624999999999995,0.00039,0.00042750000000000004,0.00031499999999999996,0.0003275,0.0028724999999999996,0.000205,0.0005325,0.00038750000000000004,0.00132,0.0009174999999999999,0.0010875,0.000825,0.00019249999999999996,0.0012175,0.0011,0.0010525,0.0011775000000000002,0.0010524999999999998,0.0007224999999999999,0.0007499999999999999
0.00039000000000000005,0.00049,0.0002925,0.000435,0.0004875,0.0008225000000000001,5e-05,0.0004075,0.0003175,0.0041525,0.0004525,0.000455,0.00035,0.000425,0.002745,0.0001375,0.000525,0.0003675,0.0014025,0.0009525,0.001085,0.0008150000000000001,0.00012750000000000006,0.0011325,0.00117,0.0011225,0.0011475,0.0011325,0.000835,0.0008275
0.00030000000000000003,0.0005625,0.0002475,0.000365,0.0004875,0.0007899999999999999,2.4999999999999998e-05,0.0003275,0.00039999999999999996,0.00411,0.0002975,0.00042,0.00042,0.00048249999999999996,0.002735,0.00019,0.00044500000000000003,0.00039,0.00103,0.00072,0.0008675,0.000495,-0.00012499999999999995,0.00082,0.000875,0.000985,0.0008575,0.0008675,0.0007574999999999999,0.0006749999999999999
0.0003425,0.0007875,0.000475,0.0004975,0.0006225,0.0008025,0.0002425,0.00043250000000000005,0.00044249999999999997,0.00414,0.00034250000000000003,0.000455,0.0005974999999999999,0.0005725000000000001,0.00299,0.00051,0.0006225,0.0006475000000000001,0.0004875000000000001,0.00032500000000000004,0.000575,0.00011,-0.00034250000000000003,0.0005200000000000001,0.0004525,0.0006175,0.0005024999999999999,0.0005025,0.000525,0.00036
0.000585,0.0010175000000000002,0.0007775000000000001,0.0007224999999999999,0.000905,0.0008175000000000001,0.0005125,0.0006325,0.00055,0.0042425,0.0006850000000000001,0.0005775,0.000745,0.0006625,0.0033,0.0008725,0.0009475,0.0009325000000000001,0.00017999999999999998,2.5000000000000066e-06,0.00038500000000000003,6.776263578034403e-21,-0.0004475,0.00038,0.00016999999999999999,0.00025,0.000275,0.0003325,0.0003375,0.0001325
0.000545,0.0008525000000000001,0.0006925,0.000565,0.0009475,0.0005524999999999999,0.0004725,0.0005525,0.00048249999999999996,0.004157500000000001,0.0007624999999999999,0.0004775,0.0005475,0.000455,0.0032325,0.0007375000000000001,0.0008675,0.000715,0.000145,-9e-05,0.00043,0.0002075,-0.00043250000000000005,0.00047000000000000004,0.0001425,0.00015999999999999999,0.0002625,0.0004375,0.00038250000000000003,0.00016
