sample_1,sample_2,sample_3,sample_4,sample_5,sample_6,sample_7,sample_8,sample_9,sample_10,sample_11,sample_12,sample_13,sample_14,sample_15,sample_16,sample_17,sample_18,sample_19,sample_20,sample_21,sample_22,sample_23,sample_24,sample_25,sample_26,sample_27,sample_28,sample_29,sample_30
-9.5e-05,-7.25e-05,0.000175,-0.0001175,-0.0002475,0.00015499999999999997,0.00014,7.500000000000001e-05,0.000135,-0.00095,-0.0009075,-0.00081,-0.0004125,-0.0005,-0.0009125,-0.0008125000000000001,-0.0007700000000000001,-0.0005149999999999999,-0.0007975,-0.00041999999999999996,-0.0006075,-0.0007275,-0.0005974999999999999,-0.0002825,-0.0006374999999999999,-0.0009875,-0.00043249999999999994,-0.00067,-0.00013250000000000002,-0.0001525
-0.0001625,-7.5e-05,0.00017750000000000003,-9e-05,-0.0003175,0.00017499999999999997,9.999999999999999e-05,5.5e-05,3.9999999999999996e-05,-0.00075,-0.0007650000000000001,-0.0006825,-0.00029499999999999996,-0.000415,-0.0007925,-0.0006850000000000001,-0.0006025000000000001,-0.00046,-0.0007650000000000001,-0.00031499999999999996,-0.000555,-0.0006825000000000001,-0.00051,-0.00023249999999999999,-0.00054,-0.0008175,-0.00035,-0.000545,-3.000000000000001e-05,-0.00019500000000000002
-7.25e-05,7.999999999999999e-05,0.0002175,2.7499999999999998e-05,-0.0002325,0.00028000000000000003,0.00014000000000000001,9.250000000000001e-05,7.999999999999999e-05,-0.0003375,-0.00047250000000000005,-0.00034500000000000004,2.500000000000001e-05,-8.5e-05,-0.00048499999999999997,-0.000395,-0.00026749999999999994,-0.000185,-0.000525,5.000000000000013e-06,-0.0003375,-0.00045,-0.000275,2.5000000000000066e-06,-0.0002175,-0.000465,-2.7500000000000004e-05,-0.0002575,0.0002725,1.7500000000000002e-05
0.0001125,0.000255,0.000245,8.5e-05,-0.0001325,0.000375,0.00019499999999999997,0.0001325,0.0002075,-5.7500000000000015e-05,-0.0003,-0.000105,0.00023249999999999999,0.000165,-0.00024249999999999999,-0.0002625,-8.25e-05,8.75e-05,-0.00030500000000000004,0.0001875,-9.749999999999998e-05,-0.00029499999999999996,-6.75e-05,0.00015499999999999997,4.999999999999996e-06,-0.00026000000000000003,0.00023,-3.5e-05,0.0005149999999999999,0.000235
0.0002075,0.0002975,0.00016,-2.499999999999993e-06,-0.00017999999999999998,0.000375,0.00020249999999999996,0.00014,0.0003075,7.500000000000006e-06,-0.0002975,-8e-05,0.00026,0.0002575,-0.00014,-0.000275,-8.749999999999999e-05,0.000235,-0.00013000000000000002,0.000165,5e-05,-0.0002675,6.500000000000001e-05,0.00020500000000000002,5.7499999999999995e-05,-0.00024249999999999999,0.00035,0.00012250000000000002,0.0006125,0.0003625
0.00022250000000000001,0.0003175,0.00013250000000000002,-4e-05,-0.0002,0.0003775,0.00021749999999999997,0.00019250000000000002,0.0004225,-1.9999999999999998e-05,-0.000325,-0.000125,0.0003025,0.0003125,-0.000125,-0.0002325,-0.000115,0.00025499999999999996,7.000000000000002e-05,0.00015250000000000002,8.999999999999999e-05,-0.0002525,0.0001425,0.0002275,5.9999999999999995e-05,-0.00021250000000000002,0.0004175,0.00027,0.0006275,0.00044
0.00036,0.00052,0.0003675,0.00018749999999999998,8.5e-05,0.000545,0.000325,0.00041749999999999996,0.00059,-5.500000000000001e-05,-0.00035,-0.0001575,0.0003275,0.000295,-0.0001675,-0.00019249999999999996,-0.00013749999999999998,0.0001525,0.000125,0.00020250000000000002,5.2499999999999995e-05,-0.00028,0.0001725,0.00020250000000000004,6.500000000000001e-05,-0.000155,0.0003925,0.0003225,0.0005549999999999999,0.000475
0.0006075000000000001,0.0008549999999999999,0.00075,0.0005375,0.0005549999999999999,0.0008175,0.000585,0.0007625,0.000765,-0.00010499999999999998,-0.00042,-0.00021750000000000003,0.00018500000000000002,0.000175,-0.00023000000000000003,-0.0002375,-0.0001975,2.749999999999999e-05,-3.5e-05,0.00024249999999999999,-3.2500000000000004e-05,-0.00033,0.00018,0.0001875,7.500000000000001e-05,-0.000165,0.0003025,0.0002625,0.0004925,0.0004975
0.00074,0.0010175,0.0009325,0.0007574999999999999,0.0008075,0.0009449999999999999,0.0008625,0.000985,0.0009025,-0.0001775,-0.0005,-0.00032,-3.5e-05,7.500000000000001e-05,-0.0002675,-0.000315,-0.000245,-1.4999999999999995e-05,-0.00021500000000000002,0.000195,-7.749999999999999e-05,-0.00034500000000000004,0.0001775,0.00027,0.000105,-0.00019250000000000002,0.000265,0.00022500000000000002,0.0005375,0.0005125
0.000635,0.00083,0.000815,0.0006900000000000001,0.0006950000000000001,0.00084,0.0009125,0.0009225,0.0008875,-0.00022749999999999997,-0.0005124999999999999,-0.00040249999999999997,-0.0001425,1.75e-05,-0.000285,-0.00034500000000000004,-0.00022250000000000001,-5.000000000000006e-06,-0.000295,6e-05,-8.75e-05,-0.00034999999999999994,0.0001425,0.00033999999999999997,0.000115,-0.0002025,0.000255,0.00023999999999999998,0.00058,0.000455
0.00042750000000000004,0.00053,0.0006425000000000001,0.0004725,0.00044750000000000004,0.0006475,0.0007625,0.000705,0.000765,-0.000145,-0.0004175,-0.000325,-1.2500000000000006e-05,1.75e-05,-0.00027249999999999996,-0.0002575,-9.999999999999999e-05,7.499999999999998e-05,-0.00021999999999999998,5.75e-05,-2.7500000000000004e-05,-0.00025749999999999997,0.00018499999999999997,0.0003775,0.000185,-0.00015000000000000001,0.000275,0.00030500000000000004,0.00061,0.000425
0.00030000000000000003,0.00040249999999999997,0.000545,0.00041,0.000315,0.0005475,0.0006425,0.0005924999999999999,0.0007075,-1.2500000000000006e-05,-0.00031999999999999997,-0.00017500000000000003,0.0001825,5.9999999999999995e-05,-0.0002375,-0.00010750000000000001,3e-05,0.0001425,-5.9999999999999995e-05,0.000205,7e-05,-7.500000000000001e-05,0.000285,0.00043749999999999995,0.00034,-3.249999999999999e-05,0.000335,0.00039749999999999996,0.000695,0.0005225
0.00036500000000000004,0.000505,0.0005825,0.0006075,0.0003775,0.0006175,0.0006925000000000001,0.0006975,0.0008,4.500000000000001e-05,-0.0002425,-8.750000000000001e-05,0.000295,0.000145,-0.0001275,1.9999999999999985e-05,0.00011250000000000001,0.0001825,0.00011,0.00034500000000000004,0.0001675,9.999999999999999e-05,0.00037499999999999995,0.0005425,0.00052,0.00010750000000000001,0.0004575,0.00051,0.0008775,0.00073
0.0006199999999999999,0.0008025,0.00079,0.0009024999999999999,0.000655,0.0008575000000000001,0.0009274999999999999,0.0009425,0.0010700000000000002,0.00014000000000000001,-8.5e-05,2.5e-05,0.0004225,0.00035,0.0001075,0.00019500000000000002,0.00026250000000000004,0.0003225,0.0003525,0.0005074999999999999,0.00035999999999999997,0.00033,0.0005825,0.0007675,0.0007225,0.0003025,0.0007125,0.0007124999999999999,0.001135,0.0010175
0.0008649999999999999,0.0010325,0.00099,0.0010425,0.000885,0.0010674999999999999,0.0011099999999999999,0.001035,0.0013050000000000002,0.0002925,9.749999999999998e-05,0.0001775,0.00056,0.0005425,0.00031999999999999997,0.0003775,0.0004625,0.00053,0.0005849999999999999,0.0006450000000000001,0.0006025000000000001,0.0005375,0.000825,0.0009824999999999999,0.0008675000000000001,0.00048499999999999997,0.0009399999999999999,0.000885,0.0012775,0.001215
0.0008275,0.0009275,0.000895,0.000905,0.00073,0.000995,0.0009650000000000001,0.00078,0.0012125,0.00036,0.000175,0.000255,0.00055,0.0005275,0.00031999999999999997,0.0004325,0.0005275,0.00058,0.0005875,0.0005974999999999999,0.00066,0.00053,0.0007875,0.0009125,0.0008274999999999999,0.0005075,0.00092,0.0007825,0.00114,0.0011225
0.0005675,0.00062,0.0005675,0.0006275,0.00037249999999999995,0.0007225,0.0006475,0.00047,0.000925,0.0002675,0.0001225,0.0002175,0.00043249999999999994,0.000335,0.000175,0.00032500000000000004,0.0004,0.00042249999999999997,0.00034750000000000004,0.000435,0.00049,0.00034250000000000003,0.0005025,0.0006025,0.0006825,0.00041999999999999996,0.0007475,0.00047,0.0008925,0.0008550000000000001
0.0004,0.000465,0.00038,0.0004725,0.000305,0.0005725,0.0005449999999999999,0.00047499999999999994,0.000845,0.000115,3.9999999999999996e-05,0.00014250000000000002,0.0003525,0.00017999999999999998,5.4999999999999995e-05,0.0001925,0.00021499999999999997,0.0002725,0.0001175,0.0003625,0.00030499999999999993,0.00021250000000000002,0.00030000000000000003,0.0004125,0.0006525,0.0003975,0.0006675,0.0003375,0.0008275,0.0007275
0.00047749999999999995,0.0005675,0.00048499999999999997,0.0005275,0.0005574999999999999,0.0006875000000000001,0.0006925,0.000775,0.00103,6.75e-05,-2.5000000000000066e-06,0.0001275,0.00035,0.000205,9.25e-05,0.00015999999999999999,0.0001675,0.0002975,0.00011,0.000455,0.00033000000000000005,0.0002725,0.00038250000000000003,0.0005175,0.0007975,0.0004625,0.00076,0.0004875,0.000995,0.0008049999999999999
0.000665,0.0007625,0.000695,0.000715,0.00083,0.0009775,0.0009125,0.00114,0.0012975,0.000235,8e-05,0.00026000000000000003,0.0004275,0.00045,0.0003375,0.0002575,0.0003775,0.0005125,0.00039750000000000007,0.0006850000000000001,0.0005675000000000001,0.00052,0.0007275,0.000815,0.00109,0.0006375,0.0010249999999999999,0.0008349999999999999,0.0013149999999999998,0.0010375
